loop,ax,ay,ayaw,bx,by,byaw,drift_pos,drift_yaw
0,-0.013467113734098923,0.0035925194242736325,-0.013585827095261349,-0.013492917307264207,0.0035960947110205144,-0.014028099661354654,2.6050087589460996e-05,0.0004422725660933047
